code,parent_code,name,level,prefixed_id
11010-0,,Hard Coal,0,6ee33d2a-b56d-480f-ae68-3f5389a70543
11020-0,,Patent fuel,0,78622b1d-f2f2-48fc-927b-620a929f72b3
11030-1,,Brown coal,0,53ea105f-3945-46dd-b1f1-a189f40c3d94
11030-2,,Brown coal briquettes (BKB),0,e222098e-c5fa-43cb-a677-48581dcd2e4a
11040-0,,Peat,0,be0f70b5-9b09-4baa-91b2-0a5f8e1f7157
12010-0,,Crude petroleum,0,3ff96774-8d6f-4469-98f6-708e2689537d
12020-1,,Natural gas,0,0247be68-f528-44f5-bc75-8359bde2ecc6
13000-1,,Uranium ores and concentrates,0,5e518d6f-d94a-4a15-ae19-5d0943a499b8
14100-0,,Iron ores and concentrates,0,dca4124b-aa26-40fa-8216-321356c010cb
14210-0,,Copper ores and concentrates,0,5b055a7c-ad36-47e4-9bf1-561009d00935
14220-0,,Nickel ores and concentrates,0,46eb5d60-7ff5-404e-8759-ebbf36fb8d0e
14230-0,,Aluminium ores and concentrates (Bauxite),0,679dedf8-6d6a-479c-a2f1-996bdc875591
14240-1,,Gold ores and concentrates,0,41c37b62-0875-4c0f-b55a-6baeb7ab28f6
14240-2,,Silver ores and concentrates,0,a19e5c12-2d25-41d0-984d-8ec846838910
14240-3,,Platinum ores and concentrates,0,7a0dec07-946c-4bf9-9569-96e4e0651983
14290-1,,Tin ores and concentrates,0,e245b110-4e53-4ed8-b109-f5b8c5dfa30c
14290-2,,Lead ores and concentrates,0,11225fe5-29d7-481b-90d2-3f6d4dd64672
14290-3,,Zinc ores and concentrates,0,acb0bb1c-e99e-46c2-a048-a6ef637080df
14290-4,,Chromium ores and concentrates,0,2a74c28e-2409-4fee-9ee7-01fbe9b2a6bd
14290-5,,Molybdenum ores and concentrates,0,c9c93b5b-b10e-4f66-8103-53f06d03fe96
15110-0,,Slate,0,98f231ec-ae60-4d82-99d3-9928dbbf9d68
15120-0,,"Marble, travertines, etc.",0,25251ec1-1fd2-4be0-93b5-04900fa0b83b
15130-1,,"Granite, sandstone and other monumental or building stone",0,ffa3a01a-4b6f-40fb-84c6-5a71aba4e8cc
15200-0,,Gypsum; anhydrite; limestone and other calcareous stone,0,fc930a60-2f0c-4c04-8c1f-0b5bc368bbb5
15310-0,,Natural sands,0,2721c8f6-2172-4b2f-a33c-8fe41d8c75c8
15320-0,,Gravel and crushed stone,0,cfaba8d9-2eb7-4eba-94f8-e098a0e7ea9d
15400-0,,Clays,0,a92ef8dc-49d8-4d15-a18b-691997e72180
16110-1,,"Natural phosphates, P2O5 content",0,1cbf4b65-ef8d-451f-ac81-9320a1f15e16
16110-2,,"Crude potash salts, K2O content",0,28495433-1dbd-4037-aa52-2770354dc66b
16190-1,,Fluorspar,0,594b7740-8d77-4703-8b81-8e8340f9fad0
16190-2,,"Barytes, whether or not calcined",0,252f901d-e89d-4438-a718-ac21b47d59b1
16200-1,,Salt and pure sodium chloride,0,35636516-765a-44fd-82de-6579052ffdd4
16310-0,,"Diamonds and other precious stones, unworked",0,eff1a563-2785-4253-a969-2620861442c1
16320-1,,"Diamonds, industrial",0,84766a10-567d-4830-a847-0b43af0ff45d
16320-2,,"Abrasives, natural",0,78dea918-9f58-4b8a-9f74-85f6b96b8c0b
16330-0,,Chalk and dolomite,0,90b2754f-7de2-4d3b-a13c-3076fb3f3ace
16390-1,,Magnesite,0,9d853ec4-5494-429d-9f05-c2c9ef9a1ec5
16390-2,,"Graphite, natural",0,ec2a7b44-9d98-48b1-a0de-ae1c8b12f863
16390-3,,Asbestos,0,ecedd87e-bb0e-4be3-8554-0511ea47f47d
16390-4,,"Quartz crystal, natural",0,62805f4c-839a-4b65-bff7-88f34c8221bb
16390-5,,Talc and steatite,0,190bbc88-0b5b-4f6a-bd15-cb001f8afae0
17100-0,,Electrical energy,0,d568c4c8-483a-4119-97de-52cc607e4036
17200-1,,Coke-oven gas,0,ec7554ed-ebd2-4c15-b8fd-992038d0e2a0
17200-2,,Gasworks gas,0,af73b62f-b201-41d9-95e4-c7a27ab06c04
21110-1,,Beef and veal,0,35000c72-492c-484c-a41b-f566f7adea09
21110-2,,Pork,0,69a67443-95f3-470e-9e7d-2d3a5227f190
21110-3,,Mutton and lamb,0,0d4337c2-1091-4fb2-a01c-47ffb5b42bc3
21120-1,,"Poultry, dressed",0,bc241a4e-f2d2-40aa-b3f7-a4e81b839b0b
21131-1,,"Bacon, ham and other dried, salted or smoked pig meat",0,e11a56c8-d753-4014-a5e8-5e92e993afe6
21132-1,,Sausages and similar products of meat,0,d8471f0a-d9b1-4ce2-b727-aae19b3396c9
21220-0,,"Fish, fish fillets, other fish meat and fish livers and roes, frozen",0,5c267bb1-e865-4040-8ea2-9fa8b340c0ed
21230-0,,"Fish, dried, salted or in brine; smoked fish; edible fish meal",0,1de8d446-57a8-421e-b5a2-d40657cad598
21240-0,,"Fish, otherwise prepared or preserved; caviar",0,552c9097-4884-4b82-a345-547187452abd
21310-0,,"Vegetables, frozen",0,6abbc237-50ca-440f-8b31-4caa8d748374
21400-0,,"Fruit and vegetable juices, frozen or not",0,ac0ff5e7-dc83-4a3d-a304-207dca6a16ff
21400-1,,"Fruit and vegetable juices, concentrated, frozen or not",0,618e8ad5-d5be-4e69-99b4-4c7c5f6d40ea
21400-2,,"Fruit and vegetable juices, unconcentrated, frozen or not",0,51701210-9f4d-411a-ac3a-2158a42cd3ef
21510-0,,"Fruits, frozen",0,cb8ff490-6f4a-4bd9-ba3e-dee92d6b37c1
21520-0,,"Jams, fruit jellies and fruit or nut puree and pastes",0,b07c9af2-a2c0-4eec-812d-534d48ee3c85
21610-0,,"Fats of bovine animals, sheep, goats, pigs and poultry; wool grease",0,bd1f15f6-574e-4624-8213-36979d646ab0
21620-0,,Other animal oils and fats,0,5f7d66a6-3cec-45b3-9654-b52c2c67890e
21630-1,,"Oil, soya-bean, crude",0,59b9a9ff-81ef-4ef8-946f-2d1073cc9e42
21630-2,,"Oil, cotton-seed, crude",0,09e457bc-f50e-4045-a915-bc23e545d273
21630-3,,"Oil, olive, virgin",0,874a8279-9d02-45a4-a6b8-f93563cdeadb
21630-4,,"Oil, groundnut, crude",0,0e7afea5-a5e7-4bfa-ae3f-48f12e4ad824
21650-1,,"Oil, soya-bean, refined",0,bd38e786-8bc5-4450-a95a-71d868f44cd0
21650-2,,"Oil, cotton-seed, refined",0,608c64e4-732f-4d7d-975e-8e3124f3fbbc
21650-3,,"Oil, olive, refined",0,d95d5be6-9d9e-4817-979a-b14a18024250
21660-0,,"Oil, corn, crude or refined",0,ff547339-4940-4ff3-90e4-4f620b9d80e9
21680-1,,Margarine and similar preparations,0,1e7d1e31-8ef6-49ec-b670-35ee67d255b7
22110-0,,Processed liquid milk,0,4da7f3fa-4334-49c4-b2b8-a15d05bac8a3
22120-0,,Cream,0,00f8f8a9-a0f1-440e-b445-10303db7a0d8
22910-0,,Milk and cream in solid forms,0,9e20a37d-c635-41cc-96d1-cb97441a07ba
22920-0,,"Milk and cream, condensed (industrial production)",0,be7e07db-d52c-4099-83e8-9343837f7184
22930-0,,Yoghurt and other fermented or acidified milk and cream,0,9ecfb3f4-0b5a-41ac-b605-c4caf59910be
22940-0,,Butter and other fats and oils derived from milk,0,d128490e-8e5b-49e0-b82c-f4f24ba3c1af
22950-0,,Cheese and curd,0,0a3feca5-76bc-41fc-b5ae-c412075afc01
22970-0,,Ice cream and other edible ice,0,f75b7fcc-cab5-4f2f-a69a-cd3283326e8e
23110-0,,Wheat or meslin flour,0,bf03c612-f168-4dd2-a2c4-bde997776aa9
23120-0,,Cereal flours other than of wheat or meslin,0,173e37ac-af5c-4a1a-8de7-0e68e91c1b77
23120-1,,Maize (corn) flour,0,12013dbf-1030-46db-8961-7b771bf8d7f9
23130-0,,"Groats, meal and pellets of wheat and other cereals",0,c2b65304-2176-4086-9947-db0cb5e209b3
23150-0,,Other cereal grain products (including corn flakes),0,f18c0e67-4ca2-4509-b6c7-992bdb8a38ad
23160-0,,"Rice, semi- or wholly milled",0,1fb87458-0e7f-4273-9fd6-0e534e5d9649
23310-0,,Preparations used in animal feeding,0,f3dbdc04-a5da-4ee1-a289-bfeb2515e684
23410-0,,"Crispbread; rusks, toasted bread and similar toasted products",0,4bba3923-0720-4893-8476-537e68051958
23420-0,,Gingerbread and the like; sweet biscuits; waffles and wafers,0,5cb4bcdf-6f86-4c02-a8a3-d9dc643eaa19
23430-0,,Other bread and other bakers' wares,0,f7b5a064-d02e-4f0e-833c-db9008edccb3
23500-1,,Refined sugar,0,751565a9-5b68-4d54-9351-c1c16b91e7f8
23510-0,,Raw sugar,0,3c42247c-8de4-406a-afaf-24ca198184e1
23600-1,,Chocolate and other food preparations containing cocoa,0,16d2f80b-6c13-4c8d-a264-3c64578ce26d
23620-0,,Cocoa butter,0,eeac9a5c-30a9-4105-8dab-ccb27820e394
23630-0,,"Cocoa powder, not sweetened",0,756ea98a-15be-4d49-b214-7386fa191cfe
23670-1,,Sugar confectionery not containing cocoa,0,7f9f2c75-2922-42a3-ac66-1125fd89bdc5
23710-0,,Uncooked pasta,0,f611d680-a7c2-4058-806d-3a9623937b4d
23720-0,,"Pasta, prepared; couscous",0,1c45add3-5e32-4a5b-809a-9b84d06c11c0
23911-0,,"Coffee, decaffeinated or roasted",0,7525854d-93f7-462a-b7e9-f013d402b751
23912-1,,"Coffee extracts, essences and concentrates and their preparations",0,219ac2cb-950d-4379-82e3-9ec105366c61
23913-0,,Tea,0,26ec2fb5-e00d-423d-8865-28a51cc8ad23
23991-1,,Homogenised composite food preparations,0,59ac3666-9a43-4544-8010-33a219d6e22e
23994-0,,Vinegar,0,c73daa2c-874c-4f95-804e-0a1a1f57cfcb
24100-1,,Ethyl alcohol denatured or not and other spirits denatured of any strength,0,1fe75182-8b14-4a83-8b2d-98675f3d1ea2
24130-0,,"Spirits, liqueurs and other spirituous beverages",0,9cf9c455-fa51-40c0-99fd-f15edcd911c6
24210-0,,Wine and grape must,0,98e0615d-312f-430a-a9f9-3a0cd2995f76
24310-0,,Beer,0,fb8c6a68-b135-406c-b837-ee24ea488711
24320-0,,"Malt, whether or not roasted",0,890267b3-362b-4110-9ff3-62406c126032
24410-0,,Mineral waters and aerated waters,0,ad06a896-7f5c-4522-b541-cf9731aecea1
24490-0,,"Soft drinks, excluding water and fruit juices",0,0792e216-224b-4a32-97b4-388347daddfb
25010-1,,Cigarettes containing tobacco,0,71e5b799-2603-42dc-85d8-3c7d9f17b0dd
25090-0,,"Tobacco, manufactured (smoking tobacco, chewing tobacco, snuff)",0,280b2e72-700f-416b-8727-93406dc8bdb6
26110-0,,Raw silk (not thrown),0,4a58cecc-2595-4048-ad99-3289d95795db
26130-0,,"Wool, degreased not carbonized, not carded or combed",0,b5438017-3212-4cbf-841a-78109e176682
26150-0,,"Wool, carded or combed",0,1075f7d8-2f44-4b25-83bd-f4f96ef3f585
26300-1,,Yarn of wool,0,9c9dd80c-22a3-45b7-9ddf-2f9de97a5b96
26300-2,,Cotton yarn (other than sewing thread),0,c964da8d-8ef8-4bee-a3ab-8f85d2196f9b
26310-0,,Silk yarn and yarn spun from silk waste; silk-worm gut,0,06497e31-a949-41c3-85f4-915053d3242b
26350-0,,Cotton sewing thread,0,4e22c5ed-3c6a-421b-90dd-3d1e36aafc6c
26400-1,,Yarn (other than sewing thread) of synthetic or artificial staple fibres,0,20ce8ccc-4c4a-4658-b2d6-179a05323e4a
26410-0,,Sewing thread of man-made filaments or staple fibers,0,86a4c2f6-71a9-4973-ac31-17b5d51c8d47
