code,name,parent_code,level,prefixed_id
TOTAL,Total,,0,a441c786-0bd8-4222-8ae3-6ad73f8901a0
A,"Products of agriculture, forestry and fishing",TOTAL,1,f93029fe-4dff-4ae3-bf78-5ea620af5f40
A01,"Products of agriculture, hunting and related services",A,2,3579cbff-f9be-448a-9753-bfac63112575
A02,"Products of forestry, logging and related services",A,2,33e9a736-b0f4-437d-9c7c-db3f1d7f082f
A03,Fish and other fishing products; aquaculture products; support services to fishing,A,2,3ed73e02-59a0-45c0-9077-28aea5ac49e9
B,Mining and quarrying,TOTAL,1,a0435e00-f65b-40d6-918c-8ac317517200
C,Manufactured products,TOTAL,1,01934f8a-18f1-43b6-b721-7f6fa6dd02d2
C10_12,"Food, beverages and tobacco products",C,2,76f590f6-8df9-4877-92db-636e084e49a4
C13_15,"Textiles, wearing apparel, leather and related products",C,2,942976b9-e41f-4f19-9692-c5760ba1bf8d
C16,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",C,2,69ce520d-ebe6-423e-8df8-bb8389572dff
C17,Paper and paper products,C,2,333d9092-19f6-4261-8f42-4082d802764a
C18,Printing and recording services,C,2,e75d39fb-3e6c-46c5-82f1-651c21c75092
C19,Coke and refined petroleum products,C,2,904aeaa6-0a38-4b96-acfc-786368cfaa0e
C20,Chemicals and chemical products,C,2,5184cbf2-5179-4a9f-9bc7-08cbe479c0be
C21,Basic pharmaceutical products and pharmaceutical preparations,C,2,96ac25a4-af7d-4dea-8f1a-96f4ffe0c9b3
C22,Rubber and plastic products,C,2,883a27c2-62e9-4e56-b24e-1f90ead59132
C23,Other non-metallic mineral products,C,2,d0f494c0-c5c4-4fea-a8dd-e81ea4eda909
C24,Basic metals,C,2,e9d367b9-2692-446e-890b-5c8b77f3bff1
C25,"Fabricated metal products, except machinery and equipment",C,2,3bceef8c-5310-4469-91f9-9abac7780e19
C26,"Computer, electronic and optical products",C,2,460d31ff-2dc9-40b7-b20b-c649507ec9aa
C27,Electrical equipment,C,2,1818480b-709c-405c-bd95-9c6bd2819043
