code,parent_code,level,name,prefixed_id
_T,,0,Total,972982a5-dcff-4740-82d0-b1fbf0b70212
A,_T,1,"Agriculture, forestry and fishing",6025f6d9-ef85-4d59-9109-e79bbd168ef1
01,A,2,"Crop and animal production, hunting and related service activities",d4f5949a-a187-4157-bdbd-e3cbab7f9df0
011,01,3,Growing of non-perennial crops,d9b06c95-40f6-4ad2-a313-50ae9db7ad74
0111,011,4,"Growing of cereals (except rice), leguminous crops and oil seeds",3ddada56-4078-4e12-98a4-ad55d9c1de4a
0112,011,4,Growing of rice,924c8c8f-c183-48c0-b370-98d94a3d4936
0113,011,4,"Growing of vegetables and melons, roots and tubers",85728da2-b066-4083-9a0c-419701d94bb0
0114,011,4,Growing of sugar cane,13326f21-54da-4668-bf9a-4ccd8b12e464
0115,011,4,Growing of tobacco,7dd49cb7-bfb3-4e35-81f7-69028b3a49c4
0116,011,4,Growing of fibre crops,4a29b581-20e9-4d2e-90f9-db690915f9e4
0119,011,4,Growing of other non-perennial crops,65145b2d-f3da-4e43-b17f-a702a051152a
012,01,3,Growing of perennial crops,a4f64a8f-adc9-4a7e-a9e2-af113f386a3e
0121,012,4,Growing of grapes,7a12dc8c-69e5-489c-a817-ff45d0d8089c
0122,012,4,Growing of tropical and subtropical fruits,2a77ec88-5c8f-4266-9314-668e600a8083
0123,012,4,Growing of citrus fruits,1e3b8aa0-efc3-4ff0-9481-5b4da380b468
0124,012,4,Growing of pome fruits and stone fruits,16f738de-602d-4f1f-bf77-5b5ea8f54956
0125,012,4,Growing of other tree and bush fruits and nuts,0684fbe0-2865-48be-8234-6c90c9916b7f
0126,012,4,Growing of oleaginous fruits,ac720596-95cf-4eb9-9523-246d934ac651
0127,012,4,Growing of beverage crops,2a9c81eb-d7c6-4ced-82a6-856787b33efc
0128,012,4,"Growing of spices, aromatic, drug and pharmaceutical crops",156e0bbc-6bec-4063-a674-aa085136995b
0129,012,4,Growing of other perennial crops,18fcd0c2-3fb6-4947-be34-cdee4cfef828
013,01,3,Plant propagation,1d9e065f-4d8d-47ee-8813-0c57df6a6c47
0130,013,4,Plant propagation,665f1d64-506a-431e-8655-6f9d01c3bf34
014,01,3,Animal production,1b9cb2fa-bfe5-4991-bcf2-877b41a2084e
0141,014,4,Raising of cattle and buffaloes,5e6acf83-b55c-4d9e-be2d-d068bdd4d016
0142,014,4,Raising of horses and other equines,3a6eb898-eb91-4eca-a7cc-5799b3e7c78e
0143,014,4,Raising of camels and camelids,b3700c94-1d7c-4691-aa93-a43b20a2f2ae
